Ayan01G000010.1	Acyan01G0000100.1
Ayan08G007840.1	Acyan08G0078400.1
Ayan08G007850.1	Acyan08G0078500.1
Ayan08G007860.1	Acyan08G0078600.1
Ayan08G007870.1	Acyan08G0078700.1
Ayan08G007880.1	Acyan08G0078800.1
Ayan08G007890.1	Acyan08G0078900.1
Ayan08G007900.1	Acyan08G0079000.1
Ayan08G007910.1	Acyan08G0079100.1
Ayan08G007920.1	Acyan08G0079200.1
Ayan08G007930.1	Acyan08G0079300.1
Ayan08G007940.1	Acyan08G0079400.1
Ayan08G007950.1	Acyan08G0079500.1
Ayan08G007960.1	Acyan08G0079600.1
Ayan08G007970.1	Acyan08G0079700.1
Ayan08G007980.1	Acyan08G0079800.1
Ayan08G007990.1	Acyan08G0079900.1
Ayan08G008000.1	Acyan08G0080000.1
Ayan08G008010.1	Acyan08G0080100.1
Ayan08G008020.1	Acyan08G0080200.1
Ayan08G008030.1	Acyan08G0080300.1
Ayan08G008040.1	Acyan08G0080400.1
Ayan08G008050.1	Acyan08G0080500.1
Ayan08G008060.1	Acyan08G0080600.1
Ayan08G008070.1	Acyan08G0080700.1
Ayan08G008080.1	Acyan08G0080800.1
Ayan08G008090.1	Acyan08G0080900.1
Ayan08G008100.1	Acyan08G0081000.1
Ayan08G008110.1	Acyan08G0081100.1
Ayan08G008120.1	Acyan08G0081200.1
Ayan08G008130.1	Acyan08G0081300.1
Ayan08G008140.1	Acyan08G0081400.1
Ayan08G008150.1	Acyan08G0081500.1
Ayan08G008160.1	Acyan08G0081600.1
Ayan08G008170.1	Acyan08G0081700.1
Ayan08G008180.1	Acyan08G0081800.1
Ayan08G008190.1	Acyan08G0081900.1
Ayan08G008200.1	Acyan08G0082000.1
Ayan08G008210.1	Acyan08G0082100.1
Ayan08G008220.1	Acyan08G0082200.1
Ayan08G008230.1	Acyan08G0082300.1
Ayan08G008240.1	Acyan08G0082400.1
Ayan08G008250.1	Acyan08G0082500.1
Ayan08G008260.1	Acyan08G0082600.1
Ayan08G008270.1	Acyan08G0082700.1
Ayan08G008280.1	Acyan08G0082800.1
Ayan08G008290.1	Acyan08G0082900.1
Ayan08G008300.1	Acyan08G0083000.1
Ayan08G008310.1	Acyan08G0083100.1
Ayan08G008320.1	Acyan08G0083200.1
Ayan08G008330.1	Acyan08G0083300.1
Ayan08G008340.1	Acyan08G0083400.1
Ayan08G008350.1	Acyan08G0083500.1
Ayan08G008360.1	Acyan08G0083600.1
Ayan08G008370.1	Acyan08G0083700.1
Ayan08G008380.1	Acyan08G0083800.1
Ayan08G008390.1	Acyan08G0083900.1
Ayan08G008400.1	Acyan08G0084000.1
Ayan08G008410.1	Acyan08G0084100.1
Ayan08G008420.1	Acyan08G0084200.1
Ayan08G008430.1	Acyan08G0084300.1
Ayan08G008440.1	Acyan08G0084400.1
Ayan08G008450.1	Acyan08G0084500.1
Ayan08G008460.1	Acyan08G0084600.1
Ayan08G008470.1	Acyan08G0084700.1
Ayan08G008480.1	Acyan08G0084800.1
Ayan08G008490.1	Acyan08G0084900.1
Ayan08G008500.1	Acyan08G0085000.1
Ayan08G008510.1	Acyan08G0085100.1
Ayan08G008520.1	Acyan08G0085200.1
Ayan08G008530.1	Acyan08G0085300.1
Ayan08G008540.1	Acyan08G0085400.1
Ayan08G008550.1	Acyan08G0085500.1
Ayan08G008560.1	Acyan08G0085600.1
Ayan08G008570.1	Acyan08G0085700.1
Ayan08G008580.1	Acyan08G0085800.1
Ayan08G008590.1	Acyan08G0085900.1
Ayan08G008600.1	Acyan08G0086000.1
Ayan08G008610.1	Acyan08G0086100.1
Ayan08G008620.1	Acyan08G0086200.1
Ayan08G008630.1	Acyan08G0086300.1
Ayan08G008640.1	Acyan08G0086400.1
Ayan08G008650.1	Acyan08G0086500.1
Ayan08G008660.1	Acyan08G0086600.1
Ayan08G008670.1	Acyan08G0086700.1
Ayan08G008680.1	Acyan08G0086800.1
Ayan08G008690.1	Acyan08G0086900.1
Ayan08G008700.1	Acyan08G0087000.1
Ayan08G008710.1	Acyan08G0087100.1
Ayan08G008720.1	Acyan08G0087200.1
Ayan08G008730.1	Acyan08G0087300.1
Ayan08G008740.1	Acyan08G0087400.1
Ayan08G008750.1	Acyan08G0087500.1
Ayan08G008760.1	Acyan08G0087600.1
Ayan08G008770.1	Acyan08G0087700.1
Ayan08G008780.1	Acyan08G0087800.1
Ayan08G008790.1	Acyan08G0087900.1
Ayan08G008800.1	Acyan08G0088000.1
Ayan08G008810.1	Acyan08G0088100.1
Ayan08G008820.1	Acyan08G0088200.1
Ayan08G008830.1	Acyan08G0088300.1
Ayan08G008840.1	Acyan08G0088400.1
Ayan08G008850.1	Acyan08G0088500.1
Ayan08G008860.1	Acyan08G0088600.1
Ayan08G008870.1	Acyan08G0088700.1
Ayan08G008880.1	Acyan08G0088800.1
Ayan08G008890.1	Acyan08G0088900.1
Ayan08G008900.1	Acyan08G0089000.1
Ayan08G008910.1	Acyan08G0089100.1
Ayan08G008920.1	Acyan08G0089200.1
Ayan08G008930.1	Acyan08G0089300.1
Ayan08G008940.1	Acyan08G0089400.1
Ayan08G008950.1	Acyan08G0089500.1
Ayan08G008960.1	Acyan08G0089600.1
Ayan08G008970.1	Acyan08G0089700.1
Ayan08G008980.1	Acyan08G0089800.1
Ayan08G008990.1	Acyan08G0089900.1
Ayan08G009000.1	Acyan08G0090000.1
Ayan08G009010.1	Acyan08G0090100.1
Ayan08G009020.1	Acyan08G0090200.1
Ayan08G009030.1	Acyan08G0090300.1
Ayan08G009040.1	Acyan08G0090400.1
Ayan08G009050.1	Acyan08G0090500.1
Ayan08G009060.1	Acyan08G0090600.1
Ayan08G009070.1	Acyan08G0090700.1
Ayan08G009080.1	Acyan08G0090800.1
Ayan08G009090.1	Acyan08G0090900.1
Ayan08G009100.1	Acyan08G0091000.1
Ayan08G009110.1	Acyan08G0091100.1
Ayan08G009120.1	Acyan08G0091200.1
Ayan08G009130.1	Acyan08G0091300.1
Ayan08G009140.1	Acyan08G0091400.1
Ayan08G009150.1	Acyan08G0091500.1
Ayan08G009160.1	Acyan08G0091600.1
Ayan08G009170.1	Acyan08G0091700.1
Ayan08G009180.1	Acyan08G0091800.1
Ayan08G009190.1	Acyan08G0091900.1
Ayan08G009200.1	Acyan08G0092000.1
Ayan08G009210.1	Acyan08G0092100.1
Ayan08G009220.1	Acyan08G0092200.1
Ayan08G009230.1	Acyan08G0092300.1
Ayan08G009240.1	Acyan08G0092400.1
Ayan08G009250.1	Acyan08G0092500.1
Ayan08G009260.1	Acyan08G0092600.1
Ayan08G009270.1	Acyan08G0092700.1
Ayan08G009280.1	Acyan08G0092800.1
Ayan08G009290.1	Acyan08G0092900.1
Ayan08G009300.1	Acyan08G0093000.1
Ayan08G009310.1	Acyan08G0093100.1
Ayan08G009320.1	Acyan08G0093200.1
Ayan08G009330.1	Acyan08G0093300.1
Ayan08G009340.1	Acyan08G0093400.1
Ayan08G009350.1	Acyan08G0093500.1
Ayan08G009360.1	Acyan08G0093600.1
Ayan08G009370.1	Acyan08G0093700.1
Ayan08G009380.1	Acyan08G0093800.1
Ayan08G009390.1	Acyan08G0093900.1
Ayan08G009400.1	Acyan08G0094000.1
Ayan08G009410.1	Acyan08G0094100.1
Ayan08G009420.1	Acyan08G0094200.1
Ayan08G009430.1	Acyan08G0094300.1
Ayan08G009440.1	Acyan08G0094400.1
Ayan08G009450.1	Acyan08G0094500.1
Ayan08G009460.1	Acyan08G0094600.1
Ayan08G009470.1	Acyan08G0094700.1
Ayan08G009480.1	Acyan08G0094800.1
Ayan08G009490.1	Acyan08G0094900.1
Ayan08G009500.1	Acyan08G0095000.1
Ayan08G009510.1	Acyan08G0095100.1
Ayan08G009520.1	Acyan08G0095200.1
Ayan08G009530.1	Acyan08G0095300.1
Ayan08G009540.1	Acyan08G0095400.1
Ayan08G009550.1	Acyan08G0095500.1
Ayan08G009560.1	Acyan08G0095600.1
Ayan08G009570.1	Acyan08G0095700.1
Ayan08G009580.1	Acyan08G0095800.1
Ayan08G009590.1	Acyan08G0095900.1
Ayan08G009600.1	Acyan08G0096000.1
Ayan08G009610.1	Acyan08G0096100.1
Ayan08G009620.1	Acyan08G0096200.1
Ayan08G009630.1	Acyan08G0096300.1
Ayan08G009640.1	Acyan08G0096400.1
Ayan08G009650.1	Acyan08G0096500.1
Ayan08G009660.1	Acyan08G0096600.1
Ayan08G009670.1	Acyan08G0096700.1
Ayan08G009680.1	Acyan08G0096800.1
Ayan08G009690.1	Acyan08G0096900.1
Ayan08G009700.1	Acyan08G0097000.1
Ayan08G009710.1	Acyan08G0097100.1
Ayan08G009720.1	Acyan08G0097200.1
Ayan08G009730.1	Acyan08G0097300.1
Ayan08G009740.1	Acyan08G0097400.1
Ayan08G009750.1	Acyan08G0097500.1
Ayan08G009760.1	Acyan08G0097600.1
Ayan08G009770.1	Acyan08G0097700.1
Ayan08G009780.1	Acyan08G0097800.1
Ayan08G009790.1	Acyan08G0097900.1
Ayan08G009800.1	Acyan08G0098000.1
Ayan08G009810.1	Acyan08G0098100.1
Ayan08G009820.1	Acyan08G0098200.1
Ayan08G009830.1	Acyan08G0098300.1
Ayan08G009840.1	Acyan08G0098400.1
Ayan08G009850.1	Acyan08G0098500.1
Ayan08G009860.1	Acyan08G0098600.1
Ayan08G009870.1	Acyan08G0098700.1
Ayan08G009880.1	Acyan08G0098800.1
Ayan08G009890.1	Acyan08G0098900.1
Ayan08G009900.1	Acyan08G0099000.1
Ayan08G009910.1	Acyan08G0099100.1
Ayan08G009920.1	Acyan08G0099200.1
Ayan08G009930.1	Acyan08G0099300.1
Ayan08G009940.1	Acyan08G0099400.1
Ayan08G009950.1	Acyan08G0099500.1
Ayan08G009960.1	Acyan08G0099600.1
Ayan08G009970.1	Acyan08G0099700.1
Ayan08G009980.1	Acyan08G0099800.1
Ayan08G009990.1	Acyan08G0099900.1
Ayan08G010000.1	Acyan08G0100000.1
Ayan08G010010.1	Acyan08G0100100.1
Ayan08G010020.1	Acyan08G0100200.1
Ayan08G010030.1	Acyan08G0100300.1
Ayan08G010040.1	Acyan08G0100400.1
Ayan08G010050.1	Acyan08G0100500.1
Ayan08G010060.1	Acyan08G0100600.1
Ayan08G010070.1	Acyan08G0100700.1
Ayan08G010080.1	Acyan08G0100800.1
Ayan08G010090.1	Acyan08G0100900.1
Ayan08G010100.1	Acyan08G0101000.1
Ayan08G010110.1	Acyan08G0101100.1
Ayan08G010120.1	Acyan08G0101200.1
Ayan08G010130.1	Acyan08G0101300.1
Ayan08G010140.1	Acyan08G0101400.1
Ayan08G010150.1	Acyan08G0101500.1
Ayan08G010160.1	Acyan08G0101600.1
Ayan08G010170.1	Acyan08G0101700.1
Ayan08G010180.1	Acyan08G0101800.1
Ayan08G010190.1	Acyan08G0101900.1
Ayan08G010200.1	Acyan08G0102000.1
Ayan08G010210.1	Acyan08G0102100.1
Ayan08G010220.1	Acyan08G0102200.1
Ayan08G010230.1	Acyan08G0102300.1
Ayan08G010240.1	Acyan08G0102400.1
Ayan08G010250.1	Acyan08G0102500.1
Ayan08G010260.1	Acyan08G0102600.1
Ayan08G010270.1	Acyan08G0102700.1
Ayan08G010280.1	Acyan08G0102800.1
Ayan08G010290.1	Acyan08G0102900.1
Ayan08G010300.1	Acyan08G0103000.1
Ayan08G010310.1	Acyan08G0103100.1
Ayan08G010320.1	Acyan08G0103200.1
Ayan08G010330.1	Acyan08G0103300.1
Ayan08G010340.1	Acyan08G0103400.1
Ayan08G010350.1	Acyan08G0103500.1
Ayan08G010360.1	Acyan08G0103600.1
Ayan08G010370.1	Acyan08G0103700.1
Ayan08G010380.1	Acyan08G0103800.1
Ayan08G010390.1	Acyan08G0103900.1
Ayan08G010400.1	Acyan08G0104000.1
Ayan08G010410.1	Acyan08G0104100.1
Ayan08G010420.1	Acyan08G0104200.1
Ayan08G010430.1	Acyan08G0104300.1
Ayan08G010440.1	Acyan08G0104400.1
Ayan08G010450.1	Acyan08G0104500.1
Ayan08G010460.1	Acyan08G0104600.1
Ayan08G010470.1	Acyan08G0104700.1
Ayan08G010480.1	Acyan08G0104800.1
Ayan08G010490.1	Acyan08G0104900.1
Ayan08G010500.1	Acyan08G0105000.1
Ayan08G010510.1	Acyan08G0105100.1
Ayan08G010520.1	Acyan08G0105200.1
Ayan08G010530.1	Acyan08G0105300.1
Ayan08G010540.1	Acyan08G0105400.1
Ayan08G010550.1	Acyan08G0105500.1
Ayan08G010560.1	Acyan08G0105600.1
Ayan08G010570.1	Acyan08G0105700.1
Ayan08G010580.1	Acyan08G0105800.1
Ayan08G010590.1	Acyan08G0105900.1
Ayan08G010600.1	Acyan08G0106000.1
Ayan08G010610.1	Acyan08G0106100.1
Ayan08G010620.1	Acyan08G0106200.1
Ayan08G010630.1	Acyan08G0106300.1
Ayan08G010640.1	Acyan08G0106400.1
Ayan08G010650.1	Acyan08G0106500.1
Ayan08G010660.1	Acyan08G0106600.1
Ayan08G010670.1	Acyan08G0106700.1
Ayan08G010680.1	Acyan08G0106800.1
Ayan08G010690.1	Acyan08G0106900.1
Ayan08G010700.1	Acyan08G0107000.1
Ayan08G010710.1	Acyan08G0107100.1
Ayan08G010720.1	Acyan08G0107200.1
Ayan08G010730.1	Acyan08G0107300.1
Ayan08G010740.1	Acyan08G0107400.1
Ayan08G010750.1	Acyan08G0107500.1
Ayan08G010760.1	Acyan08G0107600.1
Ayan08G010770.1	Acyan08G0107700.1
Ayan08G010780.1	Acyan08G0107800.1
Ayan08G010790.1	Acyan08G0107900.1
Ayan08G010800.1	Acyan08G0108000.1
Ayan08G010810.1	Acyan08G0108100.1
Ayan08G010820.1	Acyan08G0108200.1
Ayan08G010830.1	Acyan08G0108300.1
Ayan08G010840.1	Acyan08G0108400.1
Ayan08G010850.1	Acyan08G0108500.1
Ayan08G010860.1	Acyan08G0108600.1
Ayan08G010870.1	Acyan08G0108700.1
Ayan08G010880.1	Acyan08G0108800.1
Ayan08G010890.1	Acyan08G0108900.1
Ayan08G010900.1	Acyan08G0109000.1
Ayan08G010910.1	Acyan08G0109100.1
Ayan08G010920.1	Acyan08G0109200.1
Ayan08G010930.1	Acyan08G0109300.1
Ayan08G010940.1	Acyan08G0109400.1
Ayan08G010950.1	Acyan08G0109500.1
Ayan08G010960.1	Acyan08G0109600.1
Ayan08G010970.1	Acyan08G0109700.1
Ayan08G010980.1	Acyan08G0109800.1
Ayan08G010990.1	Acyan08G0109900.1
Ayan08G011000.1	Acyan08G0110000.1
Ayan08G011010.1	Acyan08G0110100.1
Ayan08G011020.1	Acyan08G0110200.1
Ayan08G011030.1	Acyan08G0110300.1
Ayan08G011040.1	Acyan08G0110400.1
Ayan08G011050.1	Acyan08G0110500.1
Ayan08G011060.1	Acyan08G0110600.1
Ayan08G011070.1	Acyan08G0110700.1
Ayan08G011080.1	Acyan08G0110800.1
Ayan08G011090.1	Acyan08G0110900.1
Ayan08G011100.1	Acyan08G0111000.1
Ayan08G011110.1	Acyan08G0111100.1
Ayan08G011120.1	Acyan08G0111200.1
Ayan08G011130.1	Acyan08G0111300.1
Ayan08G011140.1	Acyan08G0111400.1
Ayan08G011150.1	Acyan08G0111500.1
Ayan08G011160.1	Acyan08G0111600.1
Ayan08G011170.1	Acyan08G0111700.1
Ayan08G011180.1	Acyan08G0111800.1
Ayan08G011190.1	Acyan08G0111900.1
Ayan08G011200.1	Acyan08G0112000.1
Ayan08G011210.1	Acyan08G0112100.1
Ayan08G011220.1	Acyan08G0112200.1
Ayan08G011230.1	Acyan08G0112300.1
Ayan08G011240.1	Acyan08G0112400.1
Ayan08G011250.1	Acyan08G0112500.1
Ayan08G011260.1	Acyan08G0112600.1
Ayan08G011270.1	Acyan08G0112700.1
Ayan08G011280.1	Acyan08G0112800.1
Ayan08G011290.1	Acyan08G0112900.1
Ayan08G011300.1	Acyan08G0113000.1
Ayan08G011310.1	Acyan08G0113100.1
Ayan08G011320.1	Acyan08G0113200.1
Ayan08G011330.1	Acyan08G0113300.1
Ayan08G011340.1	Acyan08G0113400.1
Ayan08G011350.1	Acyan08G0113500.1
Ayan08G011360.1	Acyan08G0113600.1
Ayan08G011370.1	Acyan08G0113700.1
Ayan08G011380.1	Acyan08G0113800.1
Ayan08G011390.1	Acyan08G0113900.1
Ayan08G011400.1	Acyan08G0114000.1
Ayan08G011410.1	Acyan08G0114100.1
Ayan08G011420.1	Acyan08G0114200.1
Ayan08G011430.1	Acyan08G0114300.1
Ayan08G011440.1	Acyan08G0114400.1
Ayan08G011450.1	Acyan08G0114500.1
Ayan08G011460.1	Acyan08G0114600.1
Ayan08G011470.1	Acyan08G0114700.1
Ayan08G011480.1	Acyan08G0114800.1
Ayan08G011490.1	Acyan08G0114900.1
Ayan08G011500.1	Acyan08G0115000.1
Ayan08G011510.1	Acyan08G0115100.1
Ayan08G011520.1	Acyan08G0115200.1
Ayan08G011530.1	Acyan08G0115300.1
Ayan08G011540.1	Acyan08G0115400.1
Ayan08G011550.1	Acyan08G0115500.1
Ayan08G011560.1	Acyan08G0115600.1
Ayan08G011570.1	Acyan08G0115700.1
Ayan08G011580.1	Acyan08G0115800.1
Ayan08G011590.1	Acyan08G0115900.1
Ayan08G011600.1	Acyan08G0116000.1
Ayan08G011610.1	Acyan08G0116100.1
Ayan08G011620.1	Acyan08G0116200.1
Ayan08G011630.1	Acyan08G0116300.1
Ayan08G011640.1	Acyan08G0116400.1
Ayan08G011650.1	Acyan08G0116500.1
Ayan08G011660.1	Acyan08G0116600.1
Ayan08G011670.1	Acyan08G0116700.1
Ayan08G011680.1	Acyan08G0116800.1
Ayan08G011690.1	Acyan08G0116900.1
Ayan08G011700.1	Acyan08G0117000.1
Ayan08G011710.1	Acyan08G0117100.1
Ayan08G011720.1	Acyan08G0117200.1
Ayan08G011730.1	Acyan08G0117300.1
Ayan08G011740.1	Acyan08G0117400.1
Ayan08G011750.1	Acyan08G0117500.1
Ayan08G011760.1	Acyan08G0117600.1
Ayan08G011770.1	Acyan08G0117700.1
Ayan08G011780.1	Acyan08G0117800.1
Ayan08G011790.1	Acyan08G0117900.1
Ayan08G011800.1	Acyan08G0118000.1
Ayan08G011810.1	Acyan08G0118100.1
Ayan08G011820.1	Acyan08G0118200.1
Ayan08G011830.1	Acyan08G0118300.1
Ayan08G011840.1	Acyan08G0118400.1
Ayan08G011850.1	Acyan08G0118500.1
Ayan08G011860.1	Acyan08G0118600.1
Ayan08G011870.1	Acyan08G0118700.1
Ayan08G011880.1	Acyan08G0118800.1
Ayan08G011890.1	Acyan08G0118900.1
Ayan08G011900.1	Acyan08G0119000.1
Ayan08G011910.1	Acyan08G0119100.1
Ayan08G011920.1	Acyan08G0119200.1
Ayan08G011930.1	Acyan08G0119300.1
Ayan08G011940.1	Acyan08G0119400.1
Ayan08G011950.1	Acyan08G0119500.1
Ayan08G011960.1	Acyan08G0119600.1
Ayan08G011970.1	Acyan08G0119700.1
Ayan08G011980.1	Acyan08G0119800.1
Ayan08G011990.1	Acyan08G0119900.1
Ayan08G012000.1	Acyan08G0120000.1
Ayan08G012010.1	Acyan08G0120100.1
Ayan08G012020.1	Acyan08G0120200.1
Ayan08G012030.1	Acyan08G0120300.1
Ayan08G012040.1	Acyan08G0120400.1
Ayan08G012050.1	Acyan08G0120500.1
Ayan08G012060.1	Acyan08G0120600.1
Ayan08G012070.1	Acyan08G0120700.1
Ayan08G012080.1	Acyan08G0120800.1
Ayan08G012090.1	Acyan08G0120900.1
Ayan08G012100.1	Acyan08G0121000.1
Ayan08G012110.1	Acyan08G0121100.1
Ayan08G012120.1	Acyan08G0121200.1
Ayan08G012130.1	Acyan08G0121300.1
Ayan08G012140.1	Acyan08G0121400.1
Ayan08G012150.1	Acyan08G0121500.1
Ayan08G012160.1	Acyan08G0121600.1
Ayan08G012170.1	Acyan08G0121700.1
Ayan08G012180.1	Acyan08G0121800.1
Ayan08G012190.1	Acyan08G0121900.1
Ayan08G012200.1	Acyan08G0122000.1
Ayan08G012210.1	Acyan08G0122100.1
Ayan08G012220.1	Acyan08G0122200.1
Ayan08G012230.1	Acyan08G0122300.1
Ayan08G012240.1	Acyan08G0122400.1
Ayan08G012250.1	Acyan08G0122500.1
Ayan08G012260.1	Acyan08G0122600.1
Ayan08G012270.1	Acyan08G0122700.1
Ayan08G012280.1	Acyan08G0122800.1
Ayan08G012290.1	Acyan08G0122900.1
Ayan08G012300.1	Acyan08G0123000.1
Ayan08G012310.1	Acyan08G0123100.1
Ayan08G012320.1	Acyan08G0123200.1
Ayan08G012330.1	Acyan08G0123300.1
Ayan08G012340.1	Acyan08G0123400.1
Ayan08G012350.1	Acyan08G0123500.1
Ayan08G012360.1	Acyan08G0123600.1
Ayan08G012370.1	Acyan08G0123700.1
Ayan08G012380.1	Acyan08G0123800.1
Ayan08G012390.1	Acyan08G0123900.1
Ayan08G012400.1	Acyan08G0124000.1
Ayan08G012410.1	Acyan08G0124100.1
Ayan08G012420.1	Acyan08G0124200.1
Ayan08G012430.1	Acyan08G0124300.1
Ayan08G012440.1	Acyan08G0124400.1
Ayan08G012450.1	Acyan08G0124500.1
Ayan08G012460.1	Acyan08G0124600.1
Ayan08G012470.1	Acyan08G0124700.1
Ayan08G012480.1	Acyan08G0124800.1
Ayan08G012490.1	Acyan08G0124900.1
Ayan08G012500.1	Acyan08G0125000.1
Ayan08G012510.1	Acyan08G0125100.1
Ayan08G012520.1	Acyan08G0125200.1
Ayan08G012530.1	Acyan08G0125300.1
Ayan08G012540.1	Acyan08G0125400.1
Ayan08G012550.1	Acyan08G0125500.1
Ayan08G012560.1	Acyan08G0125600.1
Ayan08G012570.1	Acyan08G0125700.1
Ayan08G012580.1	Acyan08G0125800.1
Ayan08G012590.1	Acyan08G0125900.1
Ayan08G012600.1	Acyan08G0126000.1
Ayan08G012610.1	Acyan08G0126100.1
Ayan08G012620.1	Acyan08G0126200.1
Ayan08G012630.1	Acyan08G0126300.1
Ayan08G012640.1	Acyan08G0126400.1
Ayan08G012650.1	Acyan08G0126500.1
Ayan08G012660.1	Acyan08G0126600.1
Ayan08G012670.1	Acyan08G0126700.1
Ayan08G012680.1	Acyan08G0126800.1
Ayan08G012690.1	Acyan08G0126900.1
Ayan08G012700.1	Acyan08G0127000.1
Ayan08G012710.1	Acyan08G0127100.1
Ayan08G012720.1	Acyan08G0127200.1
Ayan08G012730.1	Acyan08G0127300.1
Ayan08G012740.1	Acyan08G0127400.1
Ayan08G012750.1	Acyan08G0127500.1
Ayan08G012760.1	Acyan08G0127600.1
Ayan08G012770.1	Acyan08G0127700.1
Ayan08G012780.1	Acyan08G0127800.1
Ayan08G012790.1	Acyan08G0127900.1
Ayan08G012800.1	Acyan08G0128000.1
Ayan08G012810.1	Acyan08G0128100.1
Ayan08G012820.1	Acyan08G0128200.1
Ayan08G012830.1	Acyan08G0128300.1
Ayan08G012840.1	Acyan08G0128400.1
Ayan08G012850.1	Acyan08G0128500.1
Ayan08G012860.1	Acyan08G0128600.1
Ayan08G012870.1	Acyan08G0128700.1
Ayan08G012880.1	Acyan08G0128800.1
Ayan08G012890.1	Acyan08G0128900.1
Ayan08G012900.1	Acyan08G0129000.1
Ayan08G012910.1	Acyan08G0129100.1
Ayan08G012920.1	Acyan08G0129200.1
Ayan08G012930.1	Acyan08G0129300.1
Ayan08G012940.1	Acyan08G0129400.1
Ayan08G012950.1	Acyan08G0129500.1
Ayan08G012960.1	Acyan08G0129600.1
Ayan08G012970.1	Acyan08G0129700.1
Ayan08G012980.1	Acyan08G0129800.1
Ayan08G012990.1	Acyan08G0129900.1
Ayan08G013000.1	Acyan08G0130000.1
Ayan08G013010.1	Acyan08G0130100.1
Ayan08G013020.1	Acyan08G0130200.1
Ayan08G013030.1	Acyan08G0130300.1
Ayan08G013040.1	Acyan08G0130400.1
Ayan08G013050.1	Acyan08G0130500.1
Ayan08G013060.1	Acyan08G0130600.1
Ayan08G013070.1	Acyan08G0130700.1
Ayan08G013080.1	Acyan08G0130800.1
Ayan08G013090.1	Acyan08G0130900.1
Ayan08G013100.1	Acyan08G0131000.1
Ayan08G013110.1	Acyan08G0131100.1
Ayan08G013120.1	Acyan08G0131200.1
Ayan08G013130.1	Acyan08G0131300.1
Ayan08G013140.1	Acyan08G0131400.1
Ayan08G013150.1	Acyan08G0131500.1
Ayan08G013160.1	Acyan08G0131600.1
Ayan08G013170.1	Acyan08G0131700.1
Ayan08G013180.1	Acyan08G0131800.1
Ayan08G013190.1	Acyan08G0131900.1
Ayan08G013200.1	Acyan08G0132000.1
Ayan08G013210.1	Acyan08G0132100.1
Ayan08G013220.1	Acyan08G0132200.1
Ayan08G013230.1	Acyan08G0132300.1
Ayan08G013240.1	Acyan08G0132400.1
Ayan08G013250.1	Acyan08G0132500.1
Ayan08G013260.1	Acyan08G0132600.1
Ayan08G013270.1	Acyan08G0132700.1
Ayan08G013280.1	Acyan08G0132800.1
Ayan08G013290.1	Acyan08G0132900.1
Ayan08G013300.1	Acyan08G0133000.1
Ayan08G013310.1	Acyan08G0133100.1
Ayan08G013320.1	Acyan08G0133200.1
Ayan08G013330.1	Acyan08G0133300.1
Ayan08G013340.1	Acyan08G0133400.1
Ayan08G013350.1	Acyan08G0133500.1
Ayan08G013360.1	Acyan08G0133600.1
Ayan08G013370.1	Acyan08G0133700.1
Ayan08G013380.1	Acyan08G0133800.1
Ayan08G013390.1	Acyan08G0133900.1
Ayan08G013400.1	Acyan08G0134000.1
Ayan08G013410.1	Acyan08G0134100.1
Ayan08G013420.1	Acyan08G0134200.1
Ayan08G013430.1	Acyan08G0134300.1
Ayan08G013440.1	Acyan08G0134400.1
Ayan08G013450.1	Acyan08G0134500.1
Ayan08G013460.1	Acyan08G0134600.1
Ayan08G013470.1	Acyan08G0134700.1
Ayan08G013480.1	Acyan08G0134800.1
Ayan08G013490.1	Acyan08G0134900.1
Ayan08G013500.1	Acyan08G0135000.1
Ayan08G013510.1	Acyan08G0135100.1
Ayan08G013520.1	Acyan08G0135200.1
Ayan08G013530.1	Acyan08G0135300.1
Ayan08G013540.1	Acyan08G0135400.1
Ayan08G013550.1	Acyan08G0135500.1
Ayan08G013560.1	Acyan08G0135600.1
Ayan08G013570.1	Acyan08G0135700.1
Ayan08G013580.1	Acyan08G0135800.1
Ayan08G013590.1	Acyan08G0135900.1
Ayan08G013600.1	Acyan08G0136000.1
Ayan08G013610.1	Acyan08G0136100.1
Ayan08G013620.1	Acyan08G0136200.1
Ayan08G013630.1	Acyan08G0136300.1
Ayan08G013640.1	Acyan08G0136400.1
Ayan08G013650.1	Acyan08G0136500.1
Ayan08G013660.1	Acyan08G0136600.1
Ayan08G013670.1	Acyan08G0136700.1
Ayan08G013680.1	Acyan08G0136800.1
Ayan08G013690.1	Acyan08G0136900.1
Ayan08G013700.1	Acyan08G0137000.1
Ayan08G013710.1	Acyan08G0137100.1
Ayan08G013720.1	Acyan08G0137200.1
Ayan08G013730.1	Acyan08G0137300.1
Ayan08G013740.1	Acyan08G0137400.1
Ayan08G013750.1	Acyan08G0137500.1
Ayan08G013760.1	Acyan08G0137600.1
Ayan08G013770.1	Acyan08G0137700.1
Ayan08G013780.1	Acyan08G0137800.1
Ayan08G013790.1	Acyan08G0137900.1
Ayan08G013800.1	Acyan08G0138000.1
Ayan08G013810.1	Acyan08G0138100.1
Ayan08G013820.1	Acyan08G0138200.1
Ayan08G013830.1	Acyan08G0138300.1
Ayan08G013840.1	Acyan08G0138400.1
Ayan08G013850.1	Acyan08G0138500.1
Ayan08G013860.1	Acyan08G0138600.1
Ayan08G013870.1	Acyan08G0138700.1
Ayan08G013880.1	Acyan08G0138800.1
Ayan08G013890.1	Acyan08G0138900.1
Ayan08G013900.1	Acyan08G0139000.1
