Apse01G000010.1	GWHTBECT000001
Apse02G015880.1	GWHTBECT013537
Apse02G015880.2	GWHTBECT013538
Apse02G015890.1	GWHTBECT013539
Apse02G015900.1	GWHTBECT013540
Apse02G015910.1	GWHTBECT013541
Apse02G015910.2	GWHTBECT013542
Apse02G015920.1	GWHTBECT013543
Apse02G015930.1	GWHTBECT013544
Apse02G015940.1	GWHTBECT013545
Apse02G015950.1	GWHTBECT013546
Apse02G015960.1	GWHTBECT013547
Apse02G015970.1	GWHTBECT013548
Apse02G015980.1	GWHTBECT013549
Apse02G015990.1	GWHTBECT013550
Apse02G016000.1	GWHTBECT013551
Apse02G016010.1	GWHTBECT013552
Apse02G016020.1	GWHTBECT013553
Apse02G016030.1	GWHTBECT013554
Apse02G016040.1	GWHTBECT013555
Apse02G016050.1	GWHTBECT013556
Apse02G016060.1	GWHTBECT013557
Apse02G016070.1	GWHTBECT013558
Apse02G016080.1	GWHTBECT013559
Apse02G016090.1	GWHTBECT013560
Apse02G016090.2	GWHTBECT013561
Apse02G016100.1	GWHTBECT013562
Apse02G016110.1	GWHTBECT013563
Apse02G016120.1	GWHTBECT013564
Apse02G016130.1	GWHTBECT013565
Apse02G016140.1	GWHTBECT013566
Apse02G016150.1	GWHTBECT013567
Apse02G016160.1	GWHTBECT013568
Apse02G016170.1	GWHTBECT013569
Apse02G016180.1	GWHTBECT013570
Apse02G016190.1	GWHTBECT013571
Apse02G016200.1	GWHTBECT013572
Apse02G016210.1	GWHTBECT013573
Apse02G016220.1	GWHTBECT013574
Apse02G016230.1	GWHTBECT013575
Apse02G016240.1	GWHTBECT013576
Apse02G016250.1	GWHTBECT013577
Apse02G016260.1	GWHTBECT013578
Apse02G016270.1	GWHTBECT013579
Apse02G016280.1	GWHTBECT013580
Apse02G016290.1	GWHTBECT013581
Apse02G016300.1	GWHTBECT013582
Apse02G016310.1	GWHTBECT013583
Apse02G016320.1	GWHTBECT013584
Apse02G016330.1	GWHTBECT013585
Apse02G016340.1	GWHTBECT013586
Apse02G016350.1	GWHTBECT013587
Apse02G016360.1	GWHTBECT013588
Apse02G016370.1	GWHTBECT013589
Apse02G016380.1	GWHTBECT013590
Apse02G016390.1	GWHTBECT013591
Apse02G016400.1	GWHTBECT013592
Apse02G016410.1	GWHTBECT013593
Apse02G016420.1	GWHTBECT013594
Apse02G016430.1	GWHTBECT013595
Apse02G016440.1	GWHTBECT013596
Apse02G016450.1	GWHTBECT013597
Apse02G016460.1	GWHTBECT013598
Apse02G016470.1	GWHTBECT013599
Apse02G016480.1	GWHTBECT013600
Apse02G016490.1	GWHTBECT013601
Apse02G016500.1	GWHTBECT013602
Apse02G016510.1	GWHTBECT013603
Apse02G016520.1	GWHTBECT013604
Apse02G016530.1	GWHTBECT013605
Apse02G016540.1	GWHTBECT013606
Apse02G016550.1	GWHTBECT013607
Apse02G016560.1	GWHTBECT013608
Apse02G016570.1	GWHTBECT013609
Apse02G016580.1	GWHTBECT013610
Apse02G016590.1	GWHTBECT013611
Apse02G016600.1	GWHTBECT013612
Apse02G016610.1	GWHTBECT013613
Apse02G016620.1	GWHTBECT013614
Apse02G016630.1	GWHTBECT013615
Apse02G016640.1	GWHTBECT013616
Apse02G016650.1	GWHTBECT013617
Apse02G016660.1	GWHTBECT013618
Apse02G016670.1	GWHTBECT013619
Apse02G016680.1	GWHTBECT013620
Apse02G016690.1	GWHTBECT013621
Apse02G016700.1	GWHTBECT013622
Apse02G016710.1	GWHTBECT013623
Apse02G016720.1	GWHTBECT013624
Apse02G016730.1	GWHTBECT013625
Apse02G016740.1	GWHTBECT013626
Apse02G016750.1	GWHTBECT013627
Apse02G016760.1	GWHTBECT013628
Apse02G016770.1	GWHTBECT013629
Apse02G016780.1	GWHTBECT013630
Apse02G016790.1	GWHTBECT013631
Apse02G016800.1	GWHTBECT013632
Apse02G016800.2	GWHTBECT013633
Apse02G016810.1	GWHTBECT013634
Apse02G016820.1	GWHTBECT013635
Apse02G016820.2	GWHTBECT013636
Apse02G016830.1	GWHTBECT013637
Apse02G016840.1	GWHTBECT013638
Apse02G016850.1	GWHTBECT013639
Apse02G016860.1	GWHTBECT013640
Apse02G016870.1	GWHTBECT013641
Apse02G016880.1	GWHTBECT013642
Apse02G016890.1	GWHTBECT013643
Apse02G016900.1	GWHTBECT013644
Apse02G016910.1	GWHTBECT013645
Apse02G016920.1	GWHTBECT013646
Apse02G016930.1	GWHTBECT013647
Apse02G016940.1	GWHTBECT013648
Apse02G016950.1	GWHTBECT013649
Apse02G016960.1	GWHTBECT013650
Apse02G016970.1	GWHTBECT013651
Apse02G016980.1	GWHTBECT013652
Apse02G016990.1	GWHTBECT013653
Apse02G017000.1	GWHTBECT013654
Apse02G017010.1	GWHTBECT013655
Apse02G017020.1	GWHTBECT013656
Apse02G017030.1	GWHTBECT013657
Apse02G017040.1	GWHTBECT013658
Apse02G017050.1	GWHTBECT013659
Apse02G017060.1	GWHTBECT013660
Apse02G017060.2	GWHTBECT013661
Apse02G017070.1	GWHTBECT013662
Apse02G017080.1	GWHTBECT013663
Apse02G017090.1	GWHTBECT013664
Apse02G017100.1	GWHTBECT013665
Apse02G017110.1	GWHTBECT013666
Apse02G017120.1	GWHTBECT013667
Apse02G017130.1	GWHTBECT013668
Apse02G017140.1	GWHTBECT013669
Apse02G017150.1	GWHTBECT013670
Apse02G017160.1	GWHTBECT013671
Apse02G017170.1	GWHTBECT013672
Apse02G017180.1	GWHTBECT013673
Apse02G017190.1	GWHTBECT013674
Apse02G017200.1	GWHTBECT013675
Apse02G017210.1	GWHTBECT013676
Apse02G017220.1	GWHTBECT013677
Apse02G017230.1	GWHTBECT013678
Apse02G017240.1	GWHTBECT013679
Apse02G017240.2	GWHTBECT013680
Apse02G017250.1	GWHTBECT013681
Apse02G017260.1	GWHTBECT013682
Apse02G017270.1	GWHTBECT013683
Apse02G017270.2	GWHTBECT013684
Apse02G017280.1	GWHTBECT013685
Apse02G017290.1	GWHTBECT013686
Apse02G017300.1	GWHTBECT013687
Apse02G017310.1	GWHTBECT013688
Apse02G017320.1	GWHTBECT013689
Apse02G017330.1	GWHTBECT013690
Apse02G017340.1	GWHTBECT013691
Apse02G017350.1	GWHTBECT013692
Apse02G017360.1	GWHTBECT013693
Apse02G017370.1	GWHTBECT013694
Apse02G017380.1	GWHTBECT013695
Apse02G017390.1	GWHTBECT013696
Apse02G017400.1	GWHTBECT013697
Apse02G017410.1	GWHTBECT013698
Apse02G017420.1	GWHTBECT013699
Apse02G017430.1	GWHTBECT013700
Apse02G017440.1	GWHTBECT013701
Apse02G017450.1	GWHTBECT013702
Apse02G017460.1	GWHTBECT013703
Apse02G017470.1	GWHTBECT013704
Apse02G017480.1	GWHTBECT013705
Apse02G017490.1	GWHTBECT013706
Apse02G017500.1	GWHTBECT013707
Apse02G017510.1	GWHTBECT013708
Apse02G017520.1	GWHTBECT013709
Apse02G017530.1	GWHTBECT013710
Apse02G017540.1	GWHTBECT013711
Apse02G017540.2	GWHTBECT013712
Apse02G017550.1	GWHTBECT013713
Apse02G017560.1	GWHTBECT013714
Apse02G017560.2	GWHTBECT013715
Apse02G017570.1	GWHTBECT013716
Apse02G017580.1	GWHTBECT013717
Apse02G017590.1	GWHTBECT013718
Apse02G017600.1	GWHTBECT013719
Apse02G017610.1	GWHTBECT013720
Apse02G017620.1	GWHTBECT013721
Apse02G017630.1	GWHTBECT013722
Apse02G017640.1	GWHTBECT013723
Apse02G017650.1	GWHTBECT013724
Apse02G017660.1	GWHTBECT013725
Apse02G017670.1	GWHTBECT013726
Apse02G017670.2	GWHTBECT013727
Apse02G017680.1	GWHTBECT013728
Apse02G017690.1	GWHTBECT013729
Apse02G017700.1	GWHTBECT013730
Apse02G017710.1	GWHTBECT013731
Apse02G017720.1	GWHTBECT013732
Apse02G017730.1	GWHTBECT013733
Apse02G017740.1	GWHTBECT013734
Apse02G017750.1	GWHTBECT013735
Apse02G017760.1	GWHTBECT013736
Apse02G017770.1	GWHTBECT013737
Apse02G017780.1	GWHTBECT013738
Apse02G017790.1	GWHTBECT013739
Apse02G017800.1	GWHTBECT013740
Apse02G017810.1	GWHTBECT013741
Apse02G017820.1	GWHTBECT013742
Apse02G017830.1	GWHTBECT013743
Apse02G017830.2	GWHTBECT013744
Apse02G017840.1	GWHTBECT013745
Apse02G017850.1	GWHTBECT013746
Apse02G017860.1	GWHTBECT013747
Apse02G017870.1	GWHTBECT013748
Apse02G017880.1	GWHTBECT013749
Apse02G017890.1	GWHTBECT013750
Apse02G017900.1	GWHTBECT013751
Apse02G017910.1	GWHTBECT013752
Apse02G017920.1	GWHTBECT013753
Apse02G017930.1	GWHTBECT013754
Apse02G017940.1	GWHTBECT013755
Apse02G017950.1	GWHTBECT013756
Apse02G017960.1	GWHTBECT013757
Apse02G017970.1	GWHTBECT013758
Apse02G017980.1	GWHTBECT013759
Apse02G017990.1	GWHTBECT013760
Apse02G018000.1	GWHTBECT013761
Apse02G018010.1	GWHTBECT013762
Apse02G018020.1	GWHTBECT013763
Apse02G018020.2	GWHTBECT013764
Apse02G018030.1	GWHTBECT013765
Apse02G018040.1	GWHTBECT013766
Apse02G018050.1	GWHTBECT013767
Apse02G018060.1	GWHTBECT013768
Apse02G018070.1	GWHTBECT013769
Apse02G018080.1	GWHTBECT013770
Apse02G018090.1	GWHTBECT013771
Apse02G018090.2	GWHTBECT013772
Apse02G018100.1	GWHTBECT013773
Apse02G018110.1	GWHTBECT013774
Apse02G018120.1	GWHTBECT013775
Apse02G018130.1	GWHTBECT013776
Apse02G018140.1	GWHTBECT013777
Apse02G018150.1	GWHTBECT013778
Apse02G018160.1	GWHTBECT013779
Apse02G018170.1	GWHTBECT013780
Apse02G018180.1	GWHTBECT013781
Apse02G018190.1	GWHTBECT013782
Apse02G018200.1	GWHTBECT013783
Apse02G018210.1	GWHTBECT013784
Apse02G018220.1	GWHTBECT013785
Apse02G018230.1	GWHTBECT013786
Apse02G018240.1	GWHTBECT013787
Apse02G018250.1	GWHTBECT013788
Apse02G018260.1	GWHTBECT013789
Apse02G018270.1	GWHTBECT013790
Apse02G018280.1	GWHTBECT013791
Apse02G018290.1	GWHTBECT013792
Apse02G018300.1	GWHTBECT013793
Apse02G018310.1	GWHTBECT013794
Apse02G018320.1	GWHTBECT013795
Apse02G018330.1	GWHTBECT013796
Apse02G018340.1	GWHTBECT013797
Apse02G018350.1	GWHTBECT013798
Apse02G018360.1	GWHTBECT013799
Apse02G018370.1	GWHTBECT013800
Apse02G018370.2	GWHTBECT013801
Apse02G018380.1	GWHTBECT013802
Apse02G018380.2	GWHTBECT013803
Apse02G018390.1	GWHTBECT013804
Apse02G018390.2	GWHTBECT013805
Apse02G018400.1	GWHTBECT013806
Apse02G018410.1	GWHTBECT013807
Apse02G018420.1	GWHTBECT013808
Apse02G018420.2	GWHTBECT013809
Apse02G018430.1	GWHTBECT013810
Apse02G018440.1	GWHTBECT013811
Apse02G018450.1	GWHTBECT013812
Apse02G018460.1	GWHTBECT013813
Apse02G018470.1	GWHTBECT013814
Apse02G018480.1	GWHTBECT013815
Apse02G018490.1	GWHTBECT013816
Apse02G018500.1	GWHTBECT013817
Apse02G018510.1	GWHTBECT013818
Apse02G018520.1	GWHTBECT013819
Apse02G018530.1	GWHTBECT013820
Apse02G018540.1	GWHTBECT013821
Apse02G018550.1	GWHTBECT013822
Apse02G018560.1	GWHTBECT013823
Apse02G018570.1	GWHTBECT013824
Apse02G018580.1	GWHTBECT013825
Apse02G018590.1	GWHTBECT013826
Apse02G018600.1	GWHTBECT013827
Apse02G018600.2	GWHTBECT013828
Apse02G018610.1	GWHTBECT013829
Apse02G018620.1	GWHTBECT013830
Apse02G018630.1	GWHTBECT013831
Apse02G018640.1	GWHTBECT013832
Apse02G018650.1	GWHTBECT013833
Apse02G018660.1	GWHTBECT013834
Apse02G018670.1	GWHTBECT013835
Apse02G018680.1	GWHTBECT013836
Apse02G018690.1	GWHTBECT013837
Apse02G018700.1	GWHTBECT013838
Apse02G018710.1	GWHTBECT013839
Apse02G018720.1	GWHTBECT013840
Apse02G018730.1	GWHTBECT013841
Apse02G018740.1	GWHTBECT013842
Apse02G018750.1	GWHTBECT013843
Apse02G018760.1	GWHTBECT013844
Apse02G018770.1	GWHTBECT013845
Apse02G018780.1	GWHTBECT013846
Apse02G018790.1	GWHTBECT013847
Apse02G018800.1	GWHTBECT013848
Apse02G018810.1	GWHTBECT013849
Apse02G018820.1	GWHTBECT013850
Apse02G018830.1	GWHTBECT013851
Apse02G018840.1	GWHTBECT013852
Apse02G018850.1	GWHTBECT013853
Apse02G018860.1	GWHTBECT013854
Apse02G018870.1	GWHTBECT013855
Apse02G018880.1	GWHTBECT013856
Apse02G018890.1	GWHTBECT013857
Apse02G018890.2	GWHTBECT013858
Apse02G018900.1	GWHTBECT013859
Apse02G018910.1	GWHTBECT013860
Apse02G018920.1	GWHTBECT013861
Apse02G018930.1	GWHTBECT013862
Apse02G018940.1	GWHTBECT013863
Apse02G018950.1	GWHTBECT013864
Apse02G018960.1	GWHTBECT013865
Apse02G018960.2	GWHTBECT013866
Apse02G018970.1	GWHTBECT013867
Apse02G018980.1	GWHTBECT013868
Apse02G018990.1	GWHTBECT013869
Apse02G019000.1	GWHTBECT013870
Apse02G019000.2	GWHTBECT013871
Apse02G019010.1	GWHTBECT013872
Apse02G019020.1	GWHTBECT013873
Apse02G019030.1	GWHTBECT013874
Apse02G019040.1	GWHTBECT013875
Apse02G019040.2	GWHTBECT013876
Apse02G019050.1	GWHTBECT013877
Apse02G019060.1	GWHTBECT013878
Apse02G019070.1	GWHTBECT013879
Apse02G019080.1	GWHTBECT013880
Apse02G019090.1	GWHTBECT013881
Apse02G019100.1	GWHTBECT013882
Apse02G019110.1	GWHTBECT013883
Apse02G019120.1	GWHTBECT013884
Apse02G019130.1	GWHTBECT013885
Apse02G019140.1	GWHTBECT013886
Apse02G019150.1	GWHTBECT013887
Apse02G019160.1	GWHTBECT013888
Apse02G019170.1	GWHTBECT013889
Apse02G019180.1	GWHTBECT013890
Apse02G019190.1	GWHTBECT013891
Apse02G019200.1	GWHTBECT013892
Apse02G019210.1	GWHTBECT013893
Apse02G019220.1	GWHTBECT013894
Apse02G019230.1	GWHTBECT013895
Apse02G019240.1	GWHTBECT013896
Apse02G019250.1	GWHTBECT013897
Apse02G019260.1	GWHTBECT013898
Apse02G019270.1	GWHTBECT013899
Apse02G019280.1	GWHTBECT013900
Apse02G019290.1	GWHTBECT013901
Apse02G019300.1	GWHTBECT013902
Apse02G019310.1	GWHTBECT013903
Apse02G019320.1	GWHTBECT013904
Apse02G019330.1	GWHTBECT013905
Apse02G019340.1	GWHTBECT013906
Apse02G019340.2	GWHTBECT013907
Apse02G019350.1	GWHTBECT013908
Apse02G019360.1	GWHTBECT013909
Apse02G019370.1	GWHTBECT013910
Apse02G019380.1	GWHTBECT013911
Apse02G019390.1	GWHTBECT013912
Apse02G019400.1	GWHTBECT013913
Apse02G019410.1	GWHTBECT013914
Apse02G019420.1	GWHTBECT013915
Apse02G019430.1	GWHTBECT013916
Apse02G019440.1	GWHTBECT013917
Apse02G019450.1	GWHTBECT013918
Apse02G019460.1	GWHTBECT013919
Apse02G019470.1	GWHTBECT013920
Apse02G019480.1	GWHTBECT013921
Apse02G019490.1	GWHTBECT013922
Apse02G019500.1	GWHTBECT013923
Apse02G019510.1	GWHTBECT013924
Apse02G019520.1	GWHTBECT013925
Apse02G019530.1	GWHTBECT013926
Apse02G019540.1	GWHTBECT013927
Apse02G019550.1	GWHTBECT013928
Apse02G019560.1	GWHTBECT013929
Apse02G019570.1	GWHTBECT013930
Apse02G019580.1	GWHTBECT013931
Apse02G019590.1	GWHTBECT013932
Apse02G019600.1	GWHTBECT013933
Apse02G019600.2	GWHTBECT013934
Apse02G019610.1	GWHTBECT013935
Apse02G019620.1	GWHTBECT013936
Apse02G019630.1	GWHTBECT013937
Apse02G019640.1	GWHTBECT013938
Apse02G019650.1	GWHTBECT013939
Apse02G019660.1	GWHTBECT013940
Apse02G019670.1	GWHTBECT013941
Apse02G019680.1	GWHTBECT013942
Apse02G019690.1	GWHTBECT013943
Apse02G019700.1	GWHTBECT013944
Apse02G019710.1	GWHTBECT013945
Apse02G019720.1	GWHTBECT013946
Apse02G019730.1	GWHTBECT013947
Apse02G019740.1	GWHTBECT013948
Apse02G019750.1	GWHTBECT013949
Apse02G019760.1	GWHTBECT013950
Apse02G019770.1	GWHTBECT013951
Apse02G019780.1	GWHTBECT013952
Apse02G019790.1	GWHTBECT013953
Apse02G019800.1	GWHTBECT013954
Apse02G019810.1	GWHTBECT013955
Apse02G019820.1	GWHTBECT013956
Apse02G019830.1	GWHTBECT013957
Apse02G019840.1	GWHTBECT013958
Apse02G019850.1	GWHTBECT013959
Apse02G019860.1	GWHTBECT013960
Apse02G019870.1	GWHTBECT013961
Apse02G019880.1	GWHTBECT013962
Apse02G019890.1	GWHTBECT013963
Apse02G019900.1	GWHTBECT013964
Apse02G019910.1	GWHTBECT013965
Apse02G019920.1	GWHTBECT013966
Apse02G019930.1	GWHTBECT013967
Apse02G019940.1	GWHTBECT013968
Apse02G019950.1	GWHTBECT013969
Apse02G019960.1	GWHTBECT013970
Apse02G019970.1	GWHTBECT013971
Apse02G019980.1	GWHTBECT013972
Apse02G019990.1	GWHTBECT013973
Apse02G020000.1	GWHTBECT013974
Apse02G020010.1	GWHTBECT013975
Apse02G020020.1	GWHTBECT013976
Apse02G020030.1	GWHTBECT013977
Apse02G020040.1	GWHTBECT013978
Apse02G020050.1	GWHTBECT013979
Apse02G020060.1	GWHTBECT013980
Apse02G020070.1	GWHTBECT013981
Apse02G020080.1	GWHTBECT013982
Apse02G020090.1	GWHTBECT013983
Apse02G020100.1	GWHTBECT013984
Apse02G020110.1	GWHTBECT013985
Apse02G020120.1	GWHTBECT013986
Apse02G020130.1	GWHTBECT013987
Apse02G020140.1	GWHTBECT013988
Apse02G020150.1	GWHTBECT013989
Apse02G020160.1	GWHTBECT013990
Apse02G020170.1	GWHTBECT013991
Apse02G020180.1	GWHTBECT013992
Apse02G020190.1	GWHTBECT013993
Apse02G020200.1	GWHTBECT013994
Apse02G020210.1	GWHTBECT013995
Apse02G020220.1	GWHTBECT013996
Apse02G020230.1	GWHTBECT013997
Apse02G020240.1	GWHTBECT013998
Apse02G020250.1	GWHTBECT013999
Apse02G020260.1	GWHTBECT014000
Apse02G020270.1	GWHTBECT014001
Apse02G020280.1	GWHTBECT014002
Apse02G020290.1	GWHTBECT014003
Apse02G020300.1	GWHTBECT014004
Apse02G020310.1	GWHTBECT014005
Apse02G020320.1	GWHTBECT014006
Apse02G020330.1	GWHTBECT014007
Apse02G020340.1	GWHTBECT014008
Apse02G020350.1	GWHTBECT014009
Apse02G020360.1	GWHTBECT014010
Apse02G020370.1	GWHTBECT014011
Apse02G020380.1	GWHTBECT014012
Apse02G020390.1	GWHTBECT014013
Apse02G020400.1	GWHTBECT014014
Apse02G020410.1	GWHTBECT014015
Apse02G020420.1	GWHTBECT014016
Apse02G020430.1	GWHTBECT014017
Apse02G020440.1	GWHTBECT014018
Apse02G020450.1	GWHTBECT014019
Apse02G020460.1	GWHTBECT014020
Apse02G020470.1	GWHTBECT014021
Apse02G020480.1	GWHTBECT014022
Apse02G020490.1	GWHTBECT014023
Apse02G020500.1	GWHTBECT014024
Apse02G020510.1	GWHTBECT014025
Apse02G020520.1	GWHTBECT014026
Apse02G020530.1	GWHTBECT014027
Apse02G020540.1	GWHTBECT014028
Apse02G020540.2	GWHTBECT014029
Apse02G020550.1	GWHTBECT014030
Apse02G020560.1	GWHTBECT014031
Apse02G020560.2	GWHTBECT014032
Apse02G020570.1	GWHTBECT014033
Apse02G020580.1	GWHTBECT014034
Apse02G020590.1	GWHTBECT014035
Apse02G020600.1	GWHTBECT014036
Apse02G020610.1	GWHTBECT014037
Apse02G020620.1	GWHTBECT014038
Apse02G020630.1	GWHTBECT014039
Apse02G020640.1	GWHTBECT014040
Apse02G020650.1	GWHTBECT014041
Apse02G020660.1	GWHTBECT014042
Apse02G020660.2	GWHTBECT014043
Apse02G020670.1	GWHTBECT014044
Apse02G020680.1	GWHTBECT014045
Apse02G020690.1	GWHTBECT014046
Apse02G020700.1	GWHTBECT014047
Apse02G020710.1	GWHTBECT014048
Apse02G020720.1	GWHTBECT014049
Apse02G020730.1	GWHTBECT014050
Apse02G020740.1	GWHTBECT014051
Apse02G020750.1	GWHTBECT014052
Apse02G020760.1	GWHTBECT014053
Apse02G020770.1	GWHTBECT014054
Apse02G020780.1	GWHTBECT014055
Apse02G020790.1	GWHTBECT014056
Apse02G020790.2	GWHTBECT014057
Apse02G020800.1	GWHTBECT014058
Apse02G020810.1	GWHTBECT014059
Apse02G020820.1	GWHTBECT014060
Apse02G020820.2	GWHTBECT014061
Apse02G020830.1	GWHTBECT014062
Apse02G020840.1	GWHTBECT014063
Apse02G020850.1	GWHTBECT014064
Apse02G020860.1	GWHTBECT014065
Apse02G020870.1	GWHTBECT014066
Apse02G020880.1	GWHTBECT014067
Apse02G020890.1	GWHTBECT014068
Apse02G020900.1	GWHTBECT014069
Apse02G020910.1	GWHTBECT014070
Apse02G020920.1	GWHTBECT014071
Apse02G020930.1	GWHTBECT014072
Apse02G020940.1	GWHTBECT014073
Apse02G020950.1	GWHTBECT014074
Apse02G020960.1	GWHTBECT014075
Apse02G020970.1	GWHTBECT014076
Apse02G020980.1	GWHTBECT014077
Apse02G020990.1	GWHTBECT014078
Apse02G021000.1	GWHTBECT014079
Apse02G021000.2	GWHTBECT014080
Apse02G021010.1	GWHTBECT014081
Apse02G021020.1	GWHTBECT014082
Apse02G021030.1	GWHTBECT014083
Apse02G021040.1	GWHTBECT014084
Apse02G021050.1	GWHTBECT014085
Apse02G021060.1	GWHTBECT014086
Apse02G021070.1	GWHTBECT014087
Apse02G021080.1	GWHTBECT014088
Apse02G021090.1	GWHTBECT014089
Apse02G021100.1	GWHTBECT014090
Apse02G021110.1	GWHTBECT014091
Apse02G021120.1	GWHTBECT014092
Apse02G021120.2	GWHTBECT014093
Apse02G021130.1	GWHTBECT014094
Apse02G021140.1	GWHTBECT014095
Apse02G021150.1	GWHTBECT014096
Apse02G021160.1	GWHTBECT014097
Apse02G021170.1	GWHTBECT014098
Apse02G021180.1	GWHTBECT014099
Apse02G021190.1	GWHTBECT014100
Apse02G021190.2	GWHTBECT014101
Apse02G021200.1	GWHTBECT014102
Apse02G021210.1	GWHTBECT014103
Apse02G021220.1	GWHTBECT014104
Apse02G021230.1	GWHTBECT014105
Apse02G021240.1	GWHTBECT014106
Apse02G021250.1	GWHTBECT014107
Apse02G021260.1	GWHTBECT014108
Apse02G021270.1	GWHTBECT014109
Apse02G021280.1	GWHTBECT014110
Apse02G021290.1	GWHTBECT014111
Apse02G021300.1	GWHTBECT014112
Apse02G021310.1	GWHTBECT014113
Apse02G021320.1	GWHTBECT014114
Apse02G021330.1	GWHTBECT014115
Apse02G021340.1	GWHTBECT014116
Apse02G021350.1	GWHTBECT014117
Apse02G021360.1	GWHTBECT014118
Apse02G021370.1	GWHTBECT014119
Apse02G021380.1	GWHTBECT014120
Apse02G021390.1	GWHTBECT014121
Apse02G021400.1	GWHTBECT014122
Apse02G021410.1	GWHTBECT014123
Apse02G021420.1	GWHTBECT014124
Apse02G021430.1	GWHTBECT014125
Apse02G021440.1	GWHTBECT014126
Apse02G021450.1	GWHTBECT014127
Apse02G021460.1	GWHTBECT014128
Apse02G021470.1	GWHTBECT014129
Apse02G021480.1	GWHTBECT014130
Apse02G021490.1	GWHTBECT014131
Apse02G021500.1	GWHTBECT014132
Apse02G021510.1	GWHTBECT014133
Apse02G021520.1	GWHTBECT014134
Apse02G021530.1	GWHTBECT014135
Apse02G021540.1	GWHTBECT014136
Apse02G021550.1	GWHTBECT014137
Apse02G021560.1	GWHTBECT014138
Apse02G021570.1	GWHTBECT014139
Apse02G021580.1	GWHTBECT014140
Apse02G021590.1	GWHTBECT014141
Apse02G021600.1	GWHTBECT014142
Apse02G021610.1	GWHTBECT014143
Apse02G021620.1	GWHTBECT014144
Apse02G021630.1	GWHTBECT014145
Apse02G021640.1	GWHTBECT014146
Apse02G021650.1	GWHTBECT014147
Apse02G021660.1	GWHTBECT014148
Apse02G021670.1	GWHTBECT014149
Apse02G021680.1	GWHTBECT014150
Apse02G021690.1	GWHTBECT014151
Apse02G021700.1	GWHTBECT014152
Apse02G021710.1	GWHTBECT014153
Apse02G021720.1	GWHTBECT014154
Apse02G021730.1	GWHTBECT014155
Apse02G021740.1	GWHTBECT014156
Apse02G021750.1	GWHTBECT014157
Apse02G021760.1	GWHTBECT014158
Apse02G021770.1	GWHTBECT014159
Apse02G021780.1	GWHTBECT014160
Apse02G021790.1	GWHTBECT014161
Apse02G021800.1	GWHTBECT014162
Apse02G021810.1	GWHTBECT014163
Apse02G021820.1	GWHTBECT014164
Apse02G021830.1	GWHTBECT014165
Apse02G021840.1	GWHTBECT014166
Apse02G021850.1	GWHTBECT014167
Apse02G021860.1	GWHTBECT014168
Apse02G021870.1	GWHTBECT014169
Apse02G021880.1	GWHTBECT014170
Apse02G021890.1	GWHTBECT014171
Apse02G021900.1	GWHTBECT014172
Apse02G021910.1	GWHTBECT014173
Apse02G021920.1	GWHTBECT014174
Apse02G021930.1	GWHTBECT014175
Apse02G021940.1	GWHTBECT014176
Apse02G021950.1	GWHTBECT014177
Apse02G021960.1	GWHTBECT014178
Apse02G021970.1	GWHTBECT014179
Apse02G021980.1	GWHTBECT014180
Apse02G021990.1	GWHTBECT014181
Apse02G022000.1	GWHTBECT014182
Apse02G022010.1	GWHTBECT014183
Apse02G022020.1	GWHTBECT014184
Apse02G022030.1	GWHTBECT014185
Apse02G022040.1	GWHTBECT014186
Apse02G022050.1	GWHTBECT014187
Apse02G022060.1	GWHTBECT014188
Apse02G022060.2	GWHTBECT014189
Apse02G022070.1	GWHTBECT014190
Apse02G022080.1	GWHTBECT014191
Apse02G022090.1	GWHTBECT014192
Apse02G022100.1	GWHTBECT014193
Apse02G022110.1	GWHTBECT014194
Apse02G022120.1	GWHTBECT014195
Apse02G022130.1	GWHTBECT014196
Apse02G022140.1	GWHTBECT014197
Apse02G022150.1	GWHTBECT014198
Apse02G022160.1	GWHTBECT014199
Apse02G022170.1	GWHTBECT014200
Apse02G022180.1	GWHTBECT014201
Apse02G022190.1	GWHTBECT014202
Apse02G022200.1	GWHTBECT014203
Apse02G022210.1	GWHTBECT014204
Apse02G022220.1	GWHTBECT014205
Apse02G022230.1	GWHTBECT014206
Apse02G022240.1	GWHTBECT014207
Apse02G022250.1	GWHTBECT014208
Apse02G022260.1	GWHTBECT014209
Apse02G022270.1	GWHTBECT014210
Apse02G022280.1	GWHTBECT014211
Apse02G022290.1	GWHTBECT014212
Apse02G022300.1	GWHTBECT014213
Apse02G022310.1	GWHTBECT014214
Apse02G022320.1	GWHTBECT014215
Apse02G022330.1	GWHTBECT014216
Apse02G022340.1	GWHTBECT014217
Apse02G022350.1	GWHTBECT014218
Apse02G022360.1	GWHTBECT014219
Apse02G022370.1	GWHTBECT014220
Apse02G022380.1	GWHTBECT014221
Apse02G022390.1	GWHTBECT014222
Apse02G022400.1	GWHTBECT014223
Apse02G022410.1	GWHTBECT014224
Apse02G022420.1	GWHTBECT014225
Apse02G022430.1	GWHTBECT014226
Apse02G022440.1	GWHTBECT014227
Apse02G022450.1	GWHTBECT014228
Apse02G022460.1	GWHTBECT014229
Apse02G022470.1	GWHTBECT014230
Apse02G022480.1	GWHTBECT014231
Apse02G022490.1	GWHTBECT014232
Apse02G022500.1	GWHTBECT014233
Apse02G022510.1	GWHTBECT014234
Apse02G022520.1	GWHTBECT014235
