Atru01G000010	Atru.chr1.1
Atru08G002920	Atru.chr8.565
Atru08G002930	Atru.chr8.566
Atru08G002940	Atru.chr8.567
Atru08G002950	Atru.chr8.568
Atru08G002960	Atru.chr8.569
Atru08G002970	Atru.chr8.571
Atru08G002980	Atru.chr8.572
Atru08G002990	Atru.chr8.573
Atru08G003000	Atru.chr8.574
Atru08G003010	Atru.chr8.577
Atru08G003020	Atru.chr8.580
Atru08G003030	Atru.chr8.581
Atru08G003040	Atru.chr8.582
Atru08G003050	Atru.chr8.584
Atru08G003060	Atru.chr8.586
Atru08G003070	Atru.chr8.587
Atru08G003080	Atru.chr8.588
Atru08G003090	Atru.chr8.593
Atru08G003100	Atru.chr8.595
Atru08G003110	Atru.chr8.601
Atru08G003120	Atru.chr8.602
Atru08G003130	Atru.chr8.603
Atru08G003140	Atru.chr8.605
Atru08G003150	Atru.chr8.608
Atru08G003160	Atru.chr8.609
Atru08G003170	Atru.chr8.612
Atru08G003180	Atru.chr8.613
Atru08G003190	Atru.chr8.614
Atru08G003200	Atru.chr8.615
Atru08G003210	Atru.chr8.616
Atru08G003220	Atru.chr8.617
Atru08G003230	Atru.chr8.618.1
Atru08G003240	Atru.chr8.620
Atru08G003250	Atru.chr8.626
Atru08G003260	Atru.chr8.632
Atru08G003270	Atru.chr8.633
Atru08G003280	Atru.chr8.635
Atru08G003290	Atru.chr8.638
Atru08G003300	Atru.chr8.639
Atru08G003310	Atru.BG.208.p
Atru08G003320	Atru.chr8.642
Atru08G003330	Atru.chr8.643
Atru08G003340	Atru.chr8.647
Atru08G003350	Atru.chr8.648
Atru08G003360	Atru.chr8.653
Atru08G003370	Atru.chr8.654.1
Atru08G003380	Atru.chr8.655
Atru08G003390	Atru.chr8.657
Atru08G003400	Atru.chr8.658
Atru08G003410	Atru.chr8.660
Atru08G003420	Atru.chr8.662.1
Atru08G003430	Atru.chr8.665
Atru08G003440	Atru.chr8.666
Atru08G003450	Atru.chr8.667
Atru08G003460	Atru.chr8.672
Atru08G003470	Atru.chr8.674
Atru08G003480	Atru.chr8.675
Atru08G003490	Atru.chr8.679
Atru08G003500	Atru.chr8.681
Atru08G003510	Atru.chr8.682
Atru08G003520	Atru.chr8.683
Atru08G003530	Atru.chr8.684
Atru08G003540	Atru.chr8.686
Atru08G003550	Atru.chr8.689
Atru08G003560	Atru.chr8.690
Atru08G003570	Atru.chr8.691
Atru08G003580	Atru.chr8.693
Atru08G003590	Atru.chr8.695
Atru08G003600	Atru.chr8.696
Atru08G003610	Atru.chr8.699
Atru08G003620	Atru.chr8.701
Atru08G003630	Atru.chr8.706
Atru08G003640	Atru.chr8.707
Atru08G003650	Atru.chr8.713
Atru08G003660	Atru.chr8.715
Atru08G003670	Atru.chr8.717
Atru08G003680	Atru.chr8.719
Atru08G003690	Atru.chr8.720
Atru08G003700	Atru.chr8.721
Atru08G003710	Atru.chr8.733
Atru08G003720	Atru.chr8.734
Atru08G003730	Atru.chr8.742
Atru08G003740	Atru.chr8.743
Atru08G003750	Atru.chr8.744
Atru08G003760	Atru.chr8.749
Atru08G003770	Atru.chr8.753
Atru08G003780	Atru.chr8.757
Atru08G003790	Atru.chr8.758
Atru08G003800	Atru.chr8.760
Atru08G003810	Atru.BG.203.p
Atru08G003820	Atru.chr8.762
Atru08G003830	Atru.BG.225.p
Atru08G003840	Atru.chr8.767
Atru08G003850	Atru.chr8.769
Atru08G003860	Atru.chr8.770
Atru08G003870	Atru.chr8.773
Atru08G003880	Atru.chr8.775
Atru08G003890	Atru.chr8.777
Atru08G003900	Atru.chr8.778
Atru08G003910	Atru.chr8.779
Atru08G003920	Atru.chr8.780.1
Atru08G003930	Atru.chr8.782
Atru08G003940	Atru.chr8.783
Atru08G003950	Atru.chr8.784
Atru08G003960	Atru.chr8.785
Atru08G003970	Atru.chr8.786
Atru08G003980	Atru.chr8.787
Atru08G003990	Atru.chr8.788
Atru08G004000	Atru.chr8.789
Atru08G004010	Atru.chr8.790
Atru08G004020	Atru.chr8.791
Atru08G004030	Atru.chr8.792
Atru08G004040	Atru.chr8.793
Atru08G004050	Atru.chr8.795
Atru08G004060	Atru.chr8.797
Atru08G004070	Atru.chr8.798
Atru08G004080	Atru.chr8.801
Atru08G004090	Atru.chr8.802
Atru08G004100	Atru.chr8.804
Atru08G004110	Atru.chr8.805
Atru08G004120	Atru.chr8.806
Atru08G004130	Atru.chr8.807
Atru08G004140	Atru.chr8.808
Atru08G004150	Atru.chr8.809
Atru08G004160	Atru.chr8.816
Atru08G004170	Atru.chr8.821
Atru08G004180	Atru.chr8.822
Atru08G004190	Atru.chr8.825
Atru08G004200	Atru.chr8.826
Atru08G004210	Atru.chr8.827
Atru08G004220	Atru.chr8.829
Atru08G004230	Atru.chr8.830
Atru08G004240	Atru.chr8.833
Atru08G004250	Atru.chr8.836
Atru08G004260	Atru.chr8.838
Atru08G004270	Atru.chr8.840
Atru08G004280	Atru.chr8.841
Atru08G004290	Atru.chr8.845
Atru08G004300	Atru.chr8.848
Atru08G004310	Atru.chr8.850
Atru08G004320	Atru.chr8.851
Atru08G004330	Atru.chr8.853
Atru08G004340	Atru.chr8.857
Atru08G004350	Atru.chr8.859
Atru08G004360	Atru.chr8.861
Atru08G004370	Atru.chr8.862
Atru08G004380	Atru.chr8.863
Atru08G004390	Atru.chr8.864.1
Atru08G004400	Atru.chr8.865
Atru08G004410	Atru.chr8.867
Atru08G004420	Atru.chr8.868
Atru08G004430	Atru.chr8.870
Atru08G004440	Atru.chr8.873
Atru08G004450	Atru.chr8.875
Atru08G004460	Atru.chr8.876
Atru08G004470	Atru.chr8.877
Atru08G004480	Atru.chr8.878
Atru08G004490	Atru.chr8.880
Atru08G004500	Atru.chr8.881
Atru08G004510	Atru.chr8.885
Atru08G004520	Atru.chr8.887.1
Atru08G004530	Atru.chr8.893
Atru08G004540	Atru.chr8.894
Atru08G004550	Atru.chr8.895.1
Atru08G004560	Atru.chr8.896
Atru08G004570	Atru.chr8.897
Atru08G004580	Atru.chr8.898
Atru08G004590	Atru.chr8.899
Atru08G004600	Atru.chr8.902
Atru08G004610	Atru.chr8.903
Atru08G004620	Atru.chr8.904
Atru08G004630	Atru.chr8.909
Atru08G004640	Atru.chr8.911
Atru08G004650	Atru.chr8.912
Atru08G004660	Atru.chr8.913
Atru08G004670	Atru.chr8.915
Atru08G004680	Atru.chr8.916
Atru08G004690	Atru.chr8.917
Atru08G004700	Atru.chr8.918
Atru08G004710	Atru.chr8.919
Atru08G004720	Atru.chr8.921
Atru08G004730	Atru.chr8.922
Atru08G004740	Atru.chr8.923.1
Atru08G004750	Atru.chr8.924
Atru08G004760	Atru.chr8.925.1
Atru08G004770	Atru.chr8.926
Atru08G004780	Atru.chr8.928
Atru08G004790	Atru.chr8.929
Atru08G004800	Atru.chr8.930
Atru08G004810	Atru.chr8.931
Atru08G004820	Atru.chr8.933
Atru08G004830	Atru.chr8.934
Atru08G004840	Atru.chr8.936
Atru08G004850	Atru.chr8.937
Atru08G004860	Atru.chr8.938_Atru.chr8.939
Atru08G004870	Atru.chr8.940
Atru08G004880	Atru.chr8.942
Atru08G004890	Atru.chr8.945
Atru08G004900	Atru.chr8.946
Atru08G004910	Atru.chr8.947
Atru08G004920	Atru.chr8.949
Atru08G004930	Atru.chr8.950
Atru08G004940	Atru.chr8.952
Atru08G004950	Atru.chr8.953
Atru08G004960	Atru.chr8.954
Atru08G004970	Atru.chr8.955
Atru08G004980	Atru.chr8.956
Atru08G004990	Atru.chr8.961
Atru08G005000	Atru.chr8.962
Atru08G005010	Atru.chr8.963
Atru08G005020	Atru.chr8.965
Atru08G005030	Atru.chr8.968
Atru08G005040	Atru.chr8.969
Atru08G005050	Atru.chr8.970
Atru08G005060	Atru.chr8.971
Atru08G005070	Atru.chr8.972
Atru08G005080	Atru.chr8.973
Atru08G005090	Atru.chr8.975
Atru08G005100	Atru.chr8.976
Atru08G005110	Atru.chr8.977
Atru08G005120	Atru.chr8.978
Atru08G005130	Atru.chr8.979
Atru08G005140	Atru.chr8.980
Atru08G005150	Atru.chr8.983
Atru08G005160	Atru.chr8.984
Atru08G005170	Atru.chr8.988
Atru08G005180	Atru.chr8.989
Atru08G005190	Atru.chr8.991
Atru08G005200	Atru.chr8.992
Atru08G005210	Atru.chr8.993
Atru08G005220	Atru.chr8.994
Atru08G005230	Atru.chr8.995
Atru08G005240	Atru.chr8.996
Atru08G005250	Atru.chr8.997
Atru08G005260	Atru.chr8.999
Atru08G005270	Atru.chr8.1000
Atru08G005280	Atru.chr8.1001
Atru08G005290	Atru.chr8.1002
Atru08G005300	Atru.chr8.1003
Atru08G005310	Atru.chr8.1004
Atru08G005320	Atru.chr8.1005
Atru08G005330	Atru.chr8.1006
Atru08G005340	Atru.chr8.1007
Atru08G005350	Atru.chr8.1008
Atru08G005360	Atru.chr8.1009
Atru08G005370	Atru.BG.220.p
Atru08G005380	Atru.chr8.1011
Atru08G005390	Atru.chr8.1012
Atru08G005400	Atru.chr8.1013
Atru08G005410	Atru.chr8.1014.1
Atru08G005420	Atru.chr8.1015
Atru08G005430	Atru.chr8.1016
Atru08G005440	Atru.chr8.1018
Atru08G005450	Atru.chr8.1021
Atru08G005460	Atru.chr8.1023
Atru08G005470	Atru.chr8.1024
Atru08G005480	Atru.chr8.1026
Atru08G005490	Atru.chr8.1027
Atru08G005500	Atru.chr8.1028
Atru08G005510	Atru.chr8.1029
Atru08G005520	Atru.chr8.1030
Atru08G005530	Atru.chr8.1033
Atru08G005540	Atru.chr8.1034
Atru08G005550	Atru.chr8.1035
Atru08G005560	Atru.chr8.1036
Atru08G005570	Atru.chr8.1037
Atru08G005580	Atru.chr8.1038_Atru.chr8.1039
Atru08G005590	Atru.chr8.1040
Atru08G005600	Atru.chr8.1041
Atru08G005610	Atru.chr8.1042
Atru08G005620	Atru.chr8.1043
Atru08G005630	Atru.chr8.1044
Atru08G005640	Atru.chr8.1045
Atru08G005650	Atru.chr8.1046
Atru08G005660	Atru.chr8.1047
Atru08G005670	Atru.chr8.1048
Atru08G005680	Atru.chr8.1049
Atru08G005690	Atru.BG.211.p
Atru08G005700	Atru.chr8.1050
Atru08G005710	Atru.chr8.1051
Atru08G005720	Atru.chr8.1052
Atru08G005730	Atru.chr8.1053
Atru08G005740	Atru.chr8.1054
Atru08G005750	Atru.chr8.1056
Atru08G005760	Atru.chr8.1057
Atru08G005770	Atru.chr8.1058
Atru08G005780	Atru.chr8.1059
Atru08G005790	Atru.chr8.1063
Atru08G005800	Atru.chr8.1064
Atru08G005810	Atru.chr8.1065
Atru08G005820	Atru.chr8.1067
Atru08G005830	Atru.chr8.1068
Atru08G005840	Atru.chr8.1069
Atru08G005850	Atru.chr8.1071
Atru08G005860	Atru.chr8.1072
Atru08G005870	Atru.chr8.1073
Atru08G005880	Atru.chr8.1074
Atru08G005890	Atru.chr8.1077
Atru08G005900	Atru.chr8.1079
Atru08G005910	Atru.chr8.1081
Atru08G005920	Atru.chr8.1084
Atru08G005930	Atru.chr8.1085
Atru08G005940	Atru.chr8.1086
Atru08G005950	Atru.chr8.1087
Atru08G005960	Atru.chr8.1089
Atru08G005970	Atru.chr8.1090
Atru08G005980	Atru.chr8.1091
Atru08G005990	Atru.chr8.1093
Atru08G006000	Atru.chr8.1094
Atru08G006010	Atru.chr8.1095
Atru08G006020	Atru.chr8.1096
Atru08G006030	Atru.chr8.1099
Atru08G006040	Atru.chr8.1100
Atru08G006050	Atru.chr8.1101
Atru08G006060	Atru.chr8.1103
Atru08G006070	Atru.chr8.1104
Atru08G006080	Atru.chr8.1106
Atru08G006090	Atru.chr8.1107
Atru08G006100	Atru.chr8.1109
Atru08G006110	Atru.chr8.1110
Atru08G006120	Atru.chr8.1111
Atru08G006130	Atru.chr8.1112
Atru08G006140	Atru.chr8.1113
Atru08G006150	Atru.chr8.1114
Atru08G006160	Atru.chr8.1115
Atru08G006170	Atru.chr8.1116
Atru08G006180	Atru.chr8.1119
Atru08G006190	Atru.chr8.1120
Atru08G006200	Atru.chr8.1121
Atru08G006210	Atru.chr8.1123
Atru08G006220	Atru.chr8.1124
Atru08G006230	Atru.chr8.1125
Atru08G006240	Atru.chr8.1127
Atru08G006250	Atru.chr8.1128
Atru08G006260	Atru.chr8.1129
Atru08G006270	Atru.chr8.1131
Atru08G006280	Atru.chr8.1133
Atru08G006290	Atru.chr8.1134
Atru08G006300	Atru.chr8.1143
Atru08G006310	Atru.chr8.1145
Atru08G006320	Atru.chr8.1146
Atru08G006330	Atru.chr8.1147
Atru08G006340	Atru.chr8.1148
Atru08G006350	Atru.chr8.1149
Atru08G006360	Atru.chr8.1150
Atru08G006370	Atru.chr8.1152
Atru08G006380	Atru.chr8.1153
Atru08G006390	Atru.chr8.1154
Atru08G006400	Atru.chr8.1155
Atru08G006410	Atru.chr8.1156
Atru08G006420	Atru.chr8.1159
Atru08G006430	Atru.chr8.1160
Atru08G006440	Atru.chr8.1161
Atru08G006450	Atru.chr8.1162
Atru08G006460	Atru.chr8.1163
Atru08G006470	Atru.chr8.1164
Atru08G006480	Atru.chr8.1166
Atru08G006490	Atru.chr8.1167
Atru08G006500	Atru.chr8.1168
Atru08G006510	Atru.chr8.1171
Atru08G006520	Atru.chr8.1172
Atru08G006530	Atru.chr8.1173
Atru08G006540	Atru.chr8.1175
Atru08G006550	Atru.chr8.1176
Atru08G006560	Atru.chr8.1177
Atru08G006570	Atru.chr8.1178
Atru08G006580	Atru.chr8.1179
Atru08G006590	Atru.chr8.1180
Atru08G006600	Atru.chr8.1181
Atru08G006610	Atru.chr8.1182
Atru08G006620	Atru.chr8.1183
Atru08G006630	Atru.BG.213.p
Atru08G006640	Atru.chr8.1185
Atru08G006650	Atru.chr8.1186
Atru08G006660	Atru.chr8.1187
Atru08G006670	Atru.chr8.1190
Atru08G006680	Atru.chr8.1192
Atru08G006690	Atru.chr8.1194
Atru08G006700	Atru.chr8.1195
Atru08G006710	Atru.chr8.1198
Atru08G006720	Atru.chr8.1199
Atru08G006730	Atru.chr8.1200
Atru08G006740	Atru.chr8.1202
Atru08G006750	Atru.chr8.1206
Atru08G006760	Atru.chr8.1207
Atru08G006770	Atru.chr8.1208
Atru08G006780	Atru.chr8.1209
Atru08G006790	Atru.chr8.1211
Atru08G006800	Atru.chr8.1212
Atru08G006810	Atru.chr8.1214
Atru08G006820	Atru.chr8.1215
Atru08G006830	Atru.chr8.1216
Atru08G006840	Atru.chr8.1217
Atru08G006850	Atru.chr8.1218
Atru08G006860	Atru.chr8.1219
Atru08G006870	Atru.chr8.1220
Atru08G006880	Atru.chr8.1221
Atru08G006890	Atru.chr8.1222
Atru08G006900	Atru.chr8.1223
Atru08G006910	Atru.chr8.1225
Atru08G006920	Atru.chr8.1227
Atru08G006930	Atru.chr8.1228
Atru08G006940	Atru.chr8.1229
Atru08G006950	Atru.chr8.1230
Atru08G006960	Atru.chr8.1231
Atru08G006970	Atru.chr8.1232
Atru08G006980	Atru.chr8.1233
Atru08G006990	Atru.chr8.1234
Atru08G007000	Atru.chr8.1235
Atru08G007010	Atru.chr8.1236
Atru08G007020	Atru.chr8.1237
Atru08G007030	Atru.chr8.1238_Atru.chr8.1240
Atru08G007040	Atru.chr8.1239
Atru08G007050	Atru.chr8.1241
Atru08G007060	Atru.chr8.1242
Atru08G007070	Atru.chr8.1243
Atru08G007080	Atru.BG.227.p
Atru08G007090	Atru.chr8.1245
Atru08G007100	Atru.chr8.1247
Atru08G007110	Atru.chr8.1248
Atru08G007120	Atru.chr8.1249
Atru08G007130	Atru.chr8.1250
Atru08G007140	Atru.chr8.1251
Atru08G007150	Atru.chr8.1252.1
Atru08G007160	Atru.chr8.1253
Atru08G007170	Atru.chr8.1254
Atru08G007180	Atru.chr8.1255
Atru08G007190	Atru.chr8.1257
Atru08G007200	Atru.chr8.1258
Atru08G007210	Atru.chr8.1260
Atru08G007220	Atru.chr8.1261
Atru08G007230	Atru.chr8.1262
Atru08G007240	Atru.chr8.1266
Atru08G007250	Atru.chr8.1268
Atru08G007260	Atru.chr8.1270
Atru08G007270	Atru.chr8.1274
Atru08G007280	Atru.chr8.1275
Atru08G007290	Atru.chr8.1276
Atru08G007300	Atru.chr8.1278
Atru08G007310	Atru.chr8.1279
Atru08G007320	Atru.chr8.1280
Atru08G007330	Atru.chr8.1281
Atru08G007340	Atru.chr8.1282
Atru08G007350	Atru.chr8.1283
Atru08G007360	Atru.chr8.1284
Atru08G007370	Atru.chr8.1286
Atru08G007380	Atru.chr8.1287
Atru08G007390	Atru.chr8.1288
Atru08G007400	Atru.chr8.1289
Atru08G007410	Atru.chr8.1290
Atru08G007420	Atru.chr8.1292
Atru08G007430	Atru.chr8.1293
Atru08G007440	Atru.chr8.1294
Atru08G007450	Atru.chr8.1295
Atru08G007460	Atru.chr8.1296
Atru08G007470	Atru.chr8.1297
Atru08G007480	Atru.chr8.1298
Atru08G007490	Atru.chr8.1299
Atru08G007500	Atru.chr8.1300
Atru08G007510	Atru.chr8.1301
Atru08G007520	Atru.chr8.1302
Atru08G007530	Atru.chr8.1303
Atru08G007540	Atru.chr8.1304
Atru08G007550	Atru.chr8.1305
Atru08G007560	Atru.chr8.1306
Atru08G007570	Atru.chr8.1308
Atru08G007580	Atru.chr8.1310
Atru08G007590	Atru.chr8.1311
Atru08G007600	Atru.chr8.1312
Atru08G007610	Atru.chr8.1314
Atru08G007620	Atru.chr8.1315
Atru08G007630	Atru.chr8.1316
Atru08G007640	Atru.chr8.1317
Atru08G007650	Atru.chr8.1318
Atru08G007660	Atru.chr8.1320
Atru08G007670	Atru.chr8.1321
Atru08G007680	Atru.chr8.1322
Atru08G007690	Atru.chr8.1324
Atru08G007700	Atru.chr8.1326
Atru08G007710	Atru.chr8.1329
Atru08G007720	Atru.chr8.1330
Atru08G007730	Atru.chr8.1331
Atru08G007740	Atru.chr8.1332
Atru08G007750	Atru.chr8.1333
Atru08G007760	Atru.chr8.1334
Atru08G007770	Atru.chr8.1335
Atru08G007780	Atru.chr8.1336
Atru08G007790	Atru.chr8.1337
Atru08G007800	Atru.chr8.1339
Atru08G007810	Atru.chr8.1340
Atru08G007820	Atru.chr8.1342
Atru08G007830	Atru.chr8.1343
Atru08G007840	Atru.chr8.1345
Atru08G007850	Atru.chr8.1347
Atru08G007860	Atru.chr8.1348
Atru08G007870	Atru.chr8.1349
Atru08G007880	Atru.chr8.1350
Atru08G007890	Atru.chr8.1351
Atru08G007900	Atru.chr8.1357
Atru08G007910	Atru.chr8.1358
Atru08G007920	Atru.chr8.1359
Atru08G007930	Atru.chr8.1361
Atru08G007940	Atru.chr8.1362
Atru08G007950	Atru.chr8.1364
Atru08G007960	Atru.chr8.1366
Atru08G007970	Atru.chr8.1368
Atru08G007980	Atru.chr8.1369
Atru08G007990	Atru.chr8.1370.1
Atru08G008000	Atru.chr8.1371
Atru08G008010	Atru.chr8.1372
Atru08G008020	Atru.chr8.1373
Atru08G008030	Atru.chr8.1374
Atru08G008040	Atru.chr8.1375
Atru08G008050	Atru.chr8.1376
Atru08G008060	Atru.chr8.1380
Atru08G008070	Atru.chr8.1381
Atru08G008080	Atru.chr8.1382
Atru08G008090	Atru.chr8.1383
Atru08G008100	Atru.chr8.1384
Atru08G008110	Atru.chr8.1385
Atru08G008120	Atru.chr8.1386
Atru08G008130	Atru.chr8.1387
Atru08G008140	Atru.chr8.1388
Atru08G008150	Atru.chr8.1389
Atru08G008160	Atru.chr8.1390
Atru08G008170	Atru.chr8.1392
Atru08G008180	Atru.chr8.1393
Atru08G008190	Atru.chr8.1394
Atru08G008200	Atru.chr8.1395
Atru08G008210	Atru.chr8.1396
Atru08G008220	Atru.chr8.1397
Atru08G008230	Atru.chr8.1398
Atru08G008240	Atru.chr8.1399
Atru08G008250	Atru.chr8.1400
Atru08G008260	Atru.chr8.1401
Atru08G008270	Atru.chr8.1402
Atru08G008280	Atru.chr8.1403
Atru08G008290	Atru.chr8.1404
Atru08G008300	Atru.chr8.1405
Atru08G008310	Atru.chr8.1406
Atru08G008320	Atru.chr8.1407
Atru08G008330	Atru.chr8.1408
Atru08G008340	Atru.chr8.1409
Atru08G008350	Atru.chr8.1410
Atru08G008360	Atru.chr8.1411
Atru08G008370	Atru.chr8.1412
Atru08G008380	Atru.chr8.1414
Atru08G008390	Atru.chr8.1415
Atru08G008400	Atru.chr8.1416
Atru08G008410	Atru.chr8.1417
Atru08G008420	Atru.chr8.1418
Atru08G008430	Atru.chr8.1419
Atru08G008440	Atru.chr8.1420
Atru08G008450	Atru.chr8.1422
Atru08G008460	Atru.chr8.1423
Atru08G008470	Atru.chr8.1424
Atru08G008480	Atru.chr8.1425
Atru08G008490	Atru.chr8.1426
Atru08G008500	Atru.chr8.1427
Atru08G008510	Atru.chr8.1428
Atru08G008520	Atru.chr8.1429
Atru08G008530	Atru.chr8.1430
Atru08G008540	Atru.chr8.1431
Atru08G008550	Atru.chr8.1432
Atru08G008560	Atru.chr8.1433
Atru08G008570	Atru.chr8.1434
Atru08G008580	Atru.chr8.1435
Atru08G008590	Atru.chr8.1436
Atru08G008600	Atru.chr8.1437
Atru08G008610	Atru.chr8.1438
Atru08G008620	Atru.chr8.1439
Atru08G008630	Atru.chr8.1440
Atru08G008640	Atru.chr8.1441
Atru08G008650	Atru.chr8.1442
Atru08G008660	Atru.chr8.1443
Atru08G008670	Atru.chr8.1446
Atru08G008680	Atru.chr8.1447
Atru08G008690	Atru.BG.210.p
Atru08G008700	Atru.chr8.1448
Atru08G008710	Atru.chr8.1449
Atru08G008720	Atru.chr8.1450
Atru08G008730	Atru.chr8.1451
Atru08G008740	Atru.chr8.1453
Atru08G008750	Atru.chr8.1454
Atru08G008760	Atru.chr8.1455
Atru08G008770	Atru.chr8.1456
Atru08G008780	Atru.chr8.1457
Atru08G008790	Atru.chr8.1458
Atru08G008800	Atru.chr8.1459
Atru08G008810	Atru.chr8.1460
Atru08G008820	Atru.chr8.1461
Atru08G008830	Atru.chr8.1462
Atru08G008840	Atru.chr8.1463
Atru08G008850	Atru.chr8.1464
Atru08G008860	Atru.chr8.1465
Atru08G008870	Atru.chr8.1466
Atru08G008880	Atru.chr8.1467
Atru08G008890	Atru.chr8.1469
Atru08G008900	Atru.chr8.1470
Atru08G008910	Atru.chr8.1472
Atru08G008920	Atru.chr8.1473
Atru08G008930	Atru.chr8.1474
Atru08G008940	Atru.chr8.1475
Atru08G008950	Atru.chr8.1476
Atru08G008960	Atru.chr8.1477
Atru08G008970	Atru.chr8.1478
Atru08G008980	Atru.chr8.1479
Atru08G008990	Atru.chr8.1480
Atru08G009000	Atru.chr8.1481
Atru08G009010	Atru.chr8.1482
Atru08G009020	Atru.chr8.1483
Atru08G009030	Atru.chr8.1484
Atru08G009040	Atru.chr8.1485
Atru08G009050	Atru.chr8.1486.1
Atru08G009060	Atru.chr8.1488
Atru08G009070	Atru.chr8.1489
Atru08G009080	Atru.chr8.1490
Atru08G009090	Atru.chr8.1491
Atru08G009100	Atru.chr8.1493
Atru08G009110	Atru.chr8.1495
Atru08G009120	Atru.chr8.1497
Atru08G009130	Atru.chr8.1501
Atru08G009140	Atru.chr8.1503
Atru08G009150	Atru.chr8.1506
Atru08G009160	Atru.chr8.1509
Atru08G009170	Atru.chr8.1511
Atru08G009180	Atru.chr8.1512
Atru08G009190	Atru.chr8.1520
Atru08G009200	Atru.chr8.1521
Atru08G009210	Atru.chr8.1526
Atru08G009220	Atru.chr8.1527
Atru08G009230	Atru.chr8.1528
Atru08G009240	Atru.chr8.1529
Atru08G009250	Atru.chr8.1530
Atru08G009260	Atru.chr8.1531
Atru08G009270	Atru.chr8.1532
Atru08G009280	Atru.chr8.1533
Atru08G009290	Atru.chr8.1534
Atru08G009300	Atru.chr8.1535
Atru08G009310	Atru.chr8.1536
Atru08G009320	Atru.chr8.1537
Atru08G009330	Atru.chr8.1538
Atru08G009340	Atru.chr8.1539
Atru08G009350	Atru.chr8.1540
Atru08G009360	Atru.chr8.1541
Atru08G009370	Atru.chr8.1542
Atru08G009380	Atru.chr8.1543
Atru08G009390	Atru.chr8.1544
Atru08G009400	Atru.chr8.1545
Atru08G009410	Atru.chr8.1546
Atru08G009420	Atru.chr8.1547
Atru08G009430	Atru.chr8.1548
Atru08G009440	Atru.chr8.1549
Atru08G009450	Atru.chr8.1550
Atru08G009460	Atru.chr8.1552
Atru08G009470	Atru.chr8.1553
Atru08G009480	Atru.chr8.1554
Atru08G009490	Atru.chr8.1555
Atru08G009500	Atru.chr8.1556
Atru08G009510	Atru.chr8.1559
Atru08G009520	Atru.chr8.1561
Atru08G009530	Atru.chr8.1563
Atru08G009540	Atru.chr8.1565
Atru08G009550	Atru.chr8.1566
Atru08G009560	Atru.chr8.1568
Atru08G009570	Atru.chr8.1569
Atru08G009580	Atru.chr8.1570
Atru08G009590	Atru.chr8.1571
Atru08G009600	Atru.chr8.1572
Atru08G009610	Atru.chr8.1573
Atru08G009620	Atru.chr8.1574
Atru08G009630	Atru.chr8.1575
Atru08G009640	Atru.chr8.1576
Atru08G009650	Atru.chr8.1577
Atru08G009660	Atru.chr8.1580
Atru08G009670	Atru.chr8.1582
Atru08G009680	Atru.chr8.1584
Atru08G009690	Atru.chr8.1588
Atru08G009700	Atru.chr8.1590
Atru08G009710	Atru.chr8.1591
Atru08G009720	Atru.chr8.1592
Atru08G009730	Atru.chr8.1594
Atru08G009740	Atru.chr8.1595
Atru08G009750	Atru.chr8.1596
Atru08G009760	Atru.chr8.1597
Atru08G009770	Atru.chr8.1598
Atru08G009780	Atru.chr8.1599
Atru08G009790	Atru.chr8.1600
Atru08G009800	Atru.chr8.1601
Atru08G009810	Atru.chr8.1602
Atru08G009820	Atru.chr8.1603
Atru08G009830	Atru.chr8.1604
Atru08G009840	Atru.chr8.1606
Atru08G009850	Atru.chr8.1608
Atru08G009860	Atru.chr8.1609
Atru08G009870	Atru.chr8.1610
Atru08G009880	Atru.chr8.1611
Atru08G009890	Atru.chr8.1612
Atru08G009900	Atru.chr8.1613
Atru08G009910	Atru.chr8.1614
Atru08G009920	Atru.chr8.1615
Atru08G009930	Atru.chr8.1617
Atru08G009940	Atru.chr8.1618
Atru08G009950	Atru.chr8.1619
Atru08G009960	Atru.chr8.1622
Atru08G009970	Atru.chr8.1624
Atru08G009980	Atru.chr8.1626
Atru08G009990	Atru.chr8.1627
Atru08G010000	Atru.chr8.1628
Atru08G010010	Atru.chr8.1629
Atru08G010020	Atru.chr8.1630
Atru08G010030	Atru.chr8.1631
Atru08G010040	Atru.chr8.1632
Atru08G010050	Atru.chr8.1633
Atru08G010060	Atru.chr8.1634
Atru08G010070	Atru.chr8.1635
Atru08G010080	Atru.chr8.1636
Atru08G010090	Atru.chr8.1637
Atru08G010100	Atru.chr8.1638
Atru08G010110	Atru.chr8.1639
Atru08G010120	Atru.chr8.1640
Atru08G010130	Atru.chr8.1641
Atru08G010140	Atru.chr8.1642
Atru08G010150	Atru.chr8.1644
Atru08G010160	Atru.chr8.1645
Atru08G010170	Atru.chr8.1647
Atru08G010180	Atru.chr8.1648
Atru08G010190	Atru.chr8.1649
Atru08G010200	Atru.chr8.1650
Atru08G010210	Atru.chr8.1651
Atru08G010220	Atru.chr8.1652
Atru08G010230	Atru.chr8.1653
Atru08G010240	Atru.chr8.1654
Atru08G010250	Atru.chr8.1655
Atru08G010260	Atru.chr8.1656
Atru08G010270	Atru.chr8.1657
Atru08G010280	Atru.chr8.1658
Atru08G010290	Atru.chr8.1659
Atru08G010300	Atru.chr8.1660
Atru08G010310	Atru.chr8.1661
Atru08G010320	Atru.chr8.1664
Atru08G010330	Atru.BG.216.p
Atru08G010340	Atru.chr8.1665
Atru08G010350	Atru.chr8.1666
Atru08G010360	Atru.chr8.1667
